wdid,facility_name,region,county,place_type,year,ml_risk_score,ml_risk_pct,ml_percentile,total_actions_24mo,avg_severity_24mo,total_outstanding,monetary_rate_24mo,escalation_ratio
2 071196N01,Sun Oil Company Tank Farm,2,0,Manufacturing,2003,0.07463191607294502,7.5,76.1,7,1.5,0.0,0.0,1.0
4A562013002,Santa Susana Field Laboratory,4,Los Angeles,Manufacturing NEC,2009,0.07458889229620683,7.5,76.0,3,5.0,0.0,0.3333333333333333,1.0
5C54NC00207,Delta View #2,5F,Tulare,Animal Feeding,2005,0.07455249832174947,7.5,76.0,4,2.6666666666666665,0.0,0.0,1.0
5SSO10970,Ironhouse Sanitary District CS,5S,Contra Costa,Collection_System,2013,0.07443297224320691,7.4,75.8,3,3.0,0.0,0.0,1.0
5SSO10722,City Of Auburn CS,5S,Placer,Collection_System,2015,0.07443297224320691,7.4,75.8,3,3.0,0.0,0.0,1.0
5C16NC00003,Lopes Dairy,5F,Kings,Animal Feeding,2015,0.07443297224320691,7.4,75.8,3,3.0,0.0,0.0,1.0
7A361046011,Joshua Tree Laundry,7,San Bernardino,"Service/Commercial Site, NEC",2006,0.07443297224320691,7.4,75.8,3,3.0,0.0,0.0,1.0
5A480306001,Aqua Clear Farms Facility Class II Surface Impoundments & Class II Landfills,5S,Solano,Surface Impoundment,2002,0.07438247815552804,7.4,75.7,11,2.3600000000000003,0.0,0.0,1.0
5B24NC00023,Azevedo Heifer Ranch,5S,Merced,Animal Feeding,2016,0.07385010801204049,7.4,75.6,4,3.0,0.0,0.0,1.0
5B050100002,Angels City WWTP,5S,Calaveras,Wastewater Treatment Facility,2004,0.0738242817259903,7.4,75.5,4,2.75,0.0,0.0,1.0
5A340314002,Florin-Perkins LF,5S,Sacramento,Land fill,2007,0.07365180049802635,7.4,75.5,4,3.5,250000.0,0.25,1.0
4B192085002,"Owens-Brockway Glass Container, Inc.",4,Los Angeles,Manufacturing NEC,2017,0.07254996942850155,7.3,75.4,3,5.666666666666667,0.0,0.6666666666666666,1.0
3 441002001,Brookdale Lodge,3,Santa Cruz,Facility,2009,0.07222611762690952,7.2,75.3,3,3.0,0.0,0.0,1.0
4WIP1071198,Multi-Chemical Products,4,0,Facility,2002,0.07217055019892156,7.2,75.3,3,3.6666666666666665,0.0,0.3333333333333333,1.0
5C54NC00141,Kampen Ranches Dairy,5F,Tulare,Animal Feeding,2011,0.07192872563916375,7.2,75.2,3,3.0,0.0,0.0,1.0
4WIP1070030,Anchor Plating Co.,4,0,Facility,2002,0.07149532185979841,7.1,75.2,3,3.6666666666666665,0.0,0.3333333333333333,1.0
5B39NC00154,Henry Tosta Dairy,5S,San Joaquin,Animal Feeding,2014,0.07121553325046079,7.1,75.1,3,5.0,0.0,0.6666666666666666,1.0
5B392035001,Grape Processing Facility,5S,San Joaquin,Food Processing NEC,2006,0.07113791603804577,7.1,75.0,4,2.75,0.0,0.0,1.0
3 270105001,"Greenfield WWTP, City of",3,Monterey,Wastewater Treatment Facility,2005,0.07095356596022369,7.1,75.0,3,3.0,0.0,0.0,1.0
4SLIC922,Barkens Inc.,4,0,Facility,2003,0.07071129815162287,7.1,74.9,3,3.6666666666666665,0.0,0.3333333333333333,1.0
6B360106001,Crestline SD Three WTF's,6B,San Bernardino,Wastewater Treatment Facility,2006,0.07021468225325915,7.0,74.8,4,1.0,0.0,0.0,1.0
3 271020001,San Jerardo WWTP,3,Monterey,Wastewater Treatment Facility,2007,0.06978320480457594,7.0,74.8,3,2.6666666666666665,0.0,0.0,1.0
7B330809001,Ironwood State Prison,7,Riverside,Prison,2006,0.06912690278780981,6.9,74.7,17,2.0,0.0,0.0,0.4444444444444444
5C200300001,Fairmead SWDS,5F,Madera,Land fill,2007,0.06861356173419048,6.9,74.7,3,3.0,0.0,0.0,1.0
8 362285001,One Stop Landscape Supply,8,San Bernardino,Composting Facility,2002,0.06851235580525512,6.9,74.6,5,1.2,0.0,0.0,1.0
5B39NC00152,NA,5S,San Joaquin,Animal Feeding,2013,0.06846735478631122,6.8,74.5,5,5.0,0.0,0.4,1.0
5A171034001,Hidden Valley Lake WRF,5S,Lake,Wastewater Treatment Facility,2005,0.06844322475170311,6.8,74.5,3,3.0,0.0,0.0,1.0
4A191142001,Drainage Benefit Assessment Areas 6 &18,4,Los Angeles,"Residence, NEC",2005,0.06809355275790299,6.8,74.4,3,4.333333333333333,0.0,0.3333333333333333,1.0
5D540130001,Springville WWTF,5F,Tulare,Wastewater Treatment Facility,2002,0.06769001752399684,6.8,74.3,5,2.5,0.0,0.0,1.0
5D545171001,East View Dairy,5F,Tulare,Animal Feeding,2002,0.06719551516077732,6.7,74.3,3,3.0,0.0,0.0,1.0
3 440301001,City of Santa Cruz Resource Recovery Facility - Class III LF,3,Santa Cruz,Land fill,2002,0.06719551516077732,6.7,74.3,3,3.0,0.0,0.0,1.0
6A319604009,Tahoe City Urban Improvement,6A,Placer,Facility,2001,0.06605811536464914,6.6,74.2,6,2.0,0.0,0.0,1.0
5A310104012,"Applegate WWTF, Zone 24",5S,Placer,Wastewater Treatment Facility,2008,0.06599848090293146,6.6,74.1,3,4.333333333333333,0.0,0.3333333333333333,1.0
6A020013000,Woodfords Indian Colony WTDF,6A,Alpine,Wastewater Treatment Facility,2002,0.06587815951060179,6.6,74.0,8,1.3333333333333335,0.0,0.0,1.0
7A330122014,VSD-Pasture Irrigation,7,Riverside,Recycled Water Use Area,2003,0.06542145914552817,6.5,74.0,5,2.0,0.0,0.0,1.0
3 440800001,Big Basin Redwoods SP WWTP,3,Santa Cruz,Domestic Site NEC,2008,0.06532026681106151,6.5,73.9,4,1.3333333333333333,0.0,0.0,1.0
5A09NP00006,Flow Fire Hydrants Placerville,5S,El Dorado,"Service/Commercial Site, NEC",2015,0.06526119902130725,6.5,73.8,5,4.6,0.0,0.4,1.0
908050634,"Karen Oil Co., Inc. (ARCO Stat",4,0,Facility,2002,0.06522703091975346,6.5,73.8,3,2.6666666666666665,0.0,0.0,1.0
5C200102006,Madera Cnty #22A-Oakhurst WWTF,5F,Madera,Wastewater Treatment Facility,2004,0.06519648659481997,6.5,73.7,3,3.0,0.0,0.0,1.0
5A452030002,Burney Cogeneration/Sawmill,5R,Shasta,Saw Mill,2013,0.06514051052557986,6.5,73.7,4,2.5,0.0,0.0,1.0
3 420113001,Cachuma Lake Recreation Area WWTP,3,Santa Barbara,Wastewater Treatment Facility,2007,0.06497963586703356,6.5,73.6,5,2.3333333333333335,0.0,0.0,1.0
5B070301002,GBF/Pittsburg LF,5S,Contra Costa,Land fill,2002,0.0639553454043258,6.4,73.5,3,3.0,0.0,0.0,1.0
4B192111006,Alamitos Generating Station,4,Los Angeles,Power Plant,2014,0.06377134424432733,6.4,73.5,5,1.3333333333333333,0.0,0.0,1.0
5A040100001,City of Biggs WWTP,5R,Butte,Wastewater Treatment Facility,2016,0.06376314328315563,6.4,73.4,4,2.5,462000.0,0.25,1.0
5B050105001,Copper Cove WWRF,5S,Calaveras,Wastewater Treatment Facility,2002,0.06364794085900358,6.4,73.3,5,2.6,0.0,0.0,1.0
4A562432001,Puretec Harris Industrial Water,4,Ventura,Facility,2002,0.0635571268037499,6.4,73.3,5,1.5,0.0,0.0,1.0
2 071122001,Selby Bulk Terminal AGT,2,0,Facility,2003,0.06335234318759797,6.3,73.2,8,1.7666666666666664,0.0,0.0,1.0
3 421005001,Olive Crest Hope Refuge Campus,3,Santa Barbara,Domestic Site NEC,2006,0.06283546207836826,6.3,73.2,3,2.6666666666666665,0.0,0.0,1.0
3 401030001,Nacimiento Resort,3,San Luis Obispo,Campground,2007,0.06230989085230608,6.2,73.1,4,2.5,0.0,0.0,1.0
6A090050000,Meeks Bay Resort & Marina,6A,El Dorado,Facility,2017,0.06211404616151282,6.2,73.0,3,2.6666666666666665,0.0,0.0,1.0
7A331316001,Vista Grande Spa,7,Riverside,Facility,2002,0.06176991451568004,6.2,73.0,5,2.0,0.0,0.0,1.0
1B83001OSON,Occidental CSD,1,Sonoma,Wastewater Treatment Facility,2005,0.061324199884122,6.1,72.9,5,5.0,190000.0,0.2,1.0
5D102015001,Baker Commodities Kerman Division,5F,Fresno,Rendering,2014,0.0608523665314552,6.1,72.9,3,2.3333333333333335,0.0,0.0,1.0
5D150104001,Shafter Airport WWTF,5F,Kern,Wastewater Treatment Facility,2002,0.060776574075934356,6.1,72.8,3,2.6666666666666665,0.0,0.0,1.0
4B191310001,New Dock Street Pump Station,4,Los Angeles,"Service/Commercial Site, NEC",2015,0.060652796616735005,6.1,72.7,3,4.333333333333333,0.0,0.3333333333333333,1.0
4B190188001,"Los Angeles City - Mun Separate Storm Sewer, MS4",4,Los Angeles,MS4,2008,0.06059397414553053,6.1,72.7,3,2.6666666666666665,0.0,0.0,1.0
5C220701002,El Portal WWTF,5F,Mariposa,Wastewater Treatment Facility,2012,0.06057438281995282,6.1,72.6,4,2.5,0.0,0.0,1.0
5C54NC00030,Galhano Dairy - CLOSED,5F,Tulare,Animal Feeding,2005,0.06057438281995282,6.1,72.6,4,2.5,0.0,0.0,1.0
4A560117001,Maintenance dredging,4,Ventura,Dredge/Fill Site,2002,0.060512177186397245,6.1,72.5,6,1.75,0.0,0.0,1.0
5B395016001,Deuel Vocational Institute Dairy,5S,San Joaquin,Animal Feeding,2013,0.060291318986146696,6.0,72.4,3,3.0,0.0,0.0,1.0
5A450302002,Twin Bridges Landfill,5R,Shasta,Land fill,2004,0.0599828138733115,6.0,72.4,4,2.5,0.0,0.0,1.0
9 000000863,US Navy SEWAGE COLLECTION SYSTEM (Duplicates Place ID 645086),9,San Diego,Collection_System,2005,0.05975574164474064,6.0,72.3,5,2.5,0.0,0.0,1.0
7A361004001,Best Western Gardens,7,San Bernardino,Facility,2005,0.059730762594263374,6.0,72.2,4,2.5,0.0,0.0,1.0
7A361029001,El Paseo Apartments,7,San Bernardino,Facility,2005,0.059730762594263374,6.0,72.2,4,2.5,0.0,0.0,1.0
5B050102001,Murphys WWTF,5S,Calaveras,Wastewater Treatment Facility,2013,0.0597207947128922,6.0,72.1,3,2.6666666666666665,0.0,0.0,1.0
5D155063001,Sherwood Ranch,5F,Kern,Animal Feeding,2012,0.05939913915773868,5.9,72.0,3,2.6666666666666665,0.0,0.0,1.0
5C54NC00083,Fernjo Dairy #3,5F,Tulare,Animal Feeding,2006,0.059315872576032935,5.9,72.0,3,2.6666666666666665,0.0,0.0,1.0
4B191025003,Malibu Beach R.V. Park,4,Los Angeles,Mobile Home Park,2001,0.05927915962773172,5.9,71.9,3,2.6666666666666665,0.0,0.0,1.0
3 442004002,RMC Pacific Olympia Sand Plnt,3,Santa Cruz,Facility,2004,0.059015988638192955,5.9,71.9,5,1.875,0.0,0.0,1.0
3 400001N05,Bear Valley Chevron,3,0,Facility,2002,0.058932757133400855,5.9,71.8,3,5.666666666666667,0.0,1.0,1.0
5D100106003,Elkhorn Correctional Facility WWTF,5F,Fresno,Wastewater Treatment Facility,2002,0.05883873934199001,5.9,71.7,3,2.6666666666666665,0.0,0.0,1.0
5A340311002,Kiefer Landfill GW Extraction & Treatment Plant,5S,Sacramento,Groundwater Cleanup Site,2016,0.0584358885375649,5.8,71.7,3,3.0,0.0,0.0,1.0
3 441000001,Boulder Creek Golf & Cntry Club WWTP,3,Santa Cruz,Wastewater Treatment Facility,2004,0.05842955436963524,5.8,71.6,10,1.0,0.0,0.0,1.0
5B392043001,Woodbridge Partners Inc.,5S,San Joaquin,Surface Impoundment,2005,0.05840143684139201,5.8,71.5,5,2.0,0.0,0.0,1.0
5C500102005,City of Modesto RWRF - Sutter Campus/City of Modesto RWRF - Jenning Campus,5S,Stanislaus,Recycled Water Use Area,2016,0.058325495360574825,5.8,71.5,3,3.0,0.0,0.0,1.0
5D151163001,Kern Valley Healthcare District WWTF,5F,Kern,Wastewater Treatment Facility,2002,0.058325495360574825,5.8,71.5,3,3.0,0.0,0.0,1.0
5C242002001,Atwater Frozen Food Plant,5F,Merced,Food Processing NEC,2001,0.05828210945400244,5.8,71.4,3,2.6666666666666665,0.0,0.0,1.0
5A042044001,Carriage Auto Wash,5R,Butte,"Service/Commercial Site, NEC",2002,0.05818257232741766,5.8,71.3,3,2.6666666666666665,0.0,0.0,1.0
4B191431001,Catalina Station at Hen Rock,4,Los Angeles,Marina,2004,0.05806023605571411,5.8,71.2,3,2.6666666666666665,0.0,0.0,1.0
5C54NC00155,Faria Feedlot,5F,Tulare,Animal Feeding,2011,0.057906598126679205,5.8,71.2,3,2.6666666666666665,0.0,0.0,1.0
5D153225014,"Semitropic, Supreme",5F,Kern,Oil/Gas Extraction,2000,0.05788184035202826,5.8,70.9,3,2.6666666666666665,0.0,0.0,1.0
5D153225018,"Semitropic, Williams Elliot-15",5F,Kern,Oil/Gas Extraction,2000,0.05788184035202826,5.8,70.9,3,2.6666666666666665,0.0,0.0,1.0
5D153225004,"Semitropic, Bradford B",5F,Kern,Oil/Gas Extraction,2000,0.05788184035202826,5.8,70.9,3,2.6666666666666665,0.0,0.0,1.0
5D153225009,"Semitropic, Chapman BHM",5F,Kern,Oil/Gas Extraction,2000,0.05788184035202826,5.8,70.9,3,2.6666666666666665,0.0,0.0,1.0
5B24NC00019,Vieira Dairy Farms,5S,Merced,Animal Feeding,2015,0.05788184035202826,5.8,70.9,3,2.6666666666666665,0.0,0.0,1.0
5D153225005,"Semitropic, Bradford",5F,Kern,Oil/Gas Extraction,2000,0.05788184035202826,5.8,70.9,3,2.6666666666666665,0.0,0.0,1.0
5D153225019,"Semitropic, Williams Elliot-24",5F,Kern,Oil/Gas Extraction,2000,0.05788184035202826,5.8,70.9,3,2.6666666666666665,0.0,0.0,1.0
5D102031001,O'Neill Vintners Reedley Winery,5F,Fresno,Winery,2001,0.05774040333167808,5.8,70.6,4,2.5,0.0,0.0,1.0
5D101021001,Riverbend Mobile Home Park,5F,Fresno,Mobile Home Park,2005,0.05774040333167808,5.8,70.6,4,2.5,0.0,0.0,1.0
5B24NC00076,URL Farms dba Rail Road Ranch,5S,Merced,Animal Feeding,2015,0.05758876437920785,5.8,70.5,3,3.0,0.0,0.0,1.0
5B090102005,El Dorado Hills WWTP,5S,El Dorado,Wastewater Treatment Facility,2016,0.05758876437920785,5.8,70.5,3,3.0,0.0,0.0,1.0
5A31NC00012,Auburn Ridge Woods MHP,5S,El Dorado,Mobile Home Park,2015,0.05756891481464449,5.8,70.4,3,3.0,0.0,0.0,1.0
7A331173011,Fiesta Cathedral Palm 97-50083,7,Riverside,Campground,2002,0.05755267451497209,5.8,70.3,3,2.6666666666666665,0.0,0.0,1.0
5C54NC00123,FM Ranch #3,5F,Tulare,Animal Feeding,2012,0.05755267451497209,5.8,70.3,3,2.6666666666666665,0.0,0.0,1.0
9 000000752,City of La Mesa CS,9,San Diego,Collection_System,2002,0.0570354045246784,5.7,70.2,4,2.5,0.0,0.0,1.0
5D151014003,Tejon Industrial Complex West WWTF,5F,Kern,Wastewater Treatment Facility,2001,0.05703003533343856,5.7,70.1,3,2.6666666666666665,0.0,0.0,1.0
5D150107001,Arvin WWTF,5F,Kern,Wastewater Treatment Facility,2005,0.05703003533343856,5.7,70.1,3,2.6666666666666665,0.0,0.0,1.0
2SSO10172,Ross Valley Sanitary District CS,2,Marin,Collection_System,2014,0.05686647340630084,5.7,70.0,3,5.0,482380.0,0.3333333333333333,1.0
9 000000758,City of San Clemente CS,9,Orange,Collection_System,2005,0.0566312835641158,5.7,70.0,6,2.3333333333333335,0.0,0.0,1.0
5D102119001,Bianchi Vineyards,5F,Fresno,Winery,2007,0.05652692287490735,5.7,69.9,3,3.0,0.0,0.0,1.0
5D540300002,Earlimart SWDS,5F,Tulare,Land fill,2011,0.056403527164692616,5.6,69.9,3,3.0,0.0,0.0,1.0
5B390306001,Forward Landfill,5S,San Joaquin,Composting Facility,2005,0.05582177435462773,5.6,69.8,7,2.0,0.0,0.0,1.0
5C54NC00044,K & A Dairy,5F,Tulare,Animal Feeding,2004,0.05571469174470495,5.6,69.7,4,2.5,0.0,0.0,1.0
5SSO10929,Discovery Bay CS,5S,Contra Costa,Collection_System,2013,0.055503870826807175,5.6,69.7,3,3.0,0.0,0.0,1.0
5C54NC00026,Crystal View Dairy (former F & J #3),5F,Tulare,Animal Feeding,2011,0.055156261147160345,5.5,69.6,3,2.6666666666666665,0.0,0.0,1.0
8 332217001,El Sobrante Landfill,8,Riverside,Land fill,2004,0.05514065209894647,5.5,69.6,4,1.3333333333333333,0.0,0.0,1.0
6A186000500,"CCC @ Susanville, CSP-LC WTF",6A,Lassen,Wastewater Treatment Facility,2006,0.05505558928928753,5.5,69.5,3,3.0,0.0,0.0,1.0
5D155092001,Western Sky Dairy,5F,Kern,Animal Feeding,2017,0.05480070670659385,5.5,69.4,3,3.0,0.0,0.0,1.0
9 000000779,Rainbow Municipal Water Dist CS,9,San Diego,Collection_System,2006,0.05473355026874762,5.5,69.4,4,2.5,0.0,0.0,1.0
4B190308006,BKK Class III Landfill,4,Los Angeles,Land fill,2008,0.05439469842684568,5.4,69.3,3,3.0,0.0,0.0,1.0
9SSO10674,"City of Oceanside Collection System, La Salina WWTP",9,San Diego,Collection_System,2015,0.05434894930889756,5.4,69.2,3,3.6666666666666665,385002.0,0.3333333333333333,1.0
6A090089000,Tahoe Keys POA,6A,El Dorado,Facility,2001,0.05407546815602767,5.4,69.2,3,4.333333333333333,0.0,0.6666666666666666,1.0
5D153225001,"Semitropic, B B J Bamb",5F,Kern,Oil/Gas Extraction,2000,0.05407240057255594,5.4,69.1,3,2.6666666666666665,0.0,0.0,1.0
6B368020011,Morning Star Mine,6B,San Bernardino,Metal Mining,2002,0.05381156483496977,5.4,69.1,5,1.0,0.0,0.0,1.0
5C500102001,City of Modesto WQCF,5S,Stanislaus,Wastewater Treatment Facility,2017,0.053787338349997355,5.4,68.9,3,3.0,0.0,0.0,1.0
5SSO10984,Lake Wildwood CS,5S,Nevada,Collection_System,2014,0.053787338349997355,5.4,68.9,3,3.0,0.0,0.0,1.0
3 35MS04062,Hollister Municipal SW,3,San Benito,MS4,2011,0.053787338349997355,5.4,68.9,3,3.0,0.0,0.0,1.0
5A29AP00004,Combie Reservoir Sediment and Mercury Removal Project,5S,Placer,Domestic Site NEC,2016,0.053787338349997355,5.4,68.9,3,3.0,0.0,0.0,1.0
6B368020001,Trona Plant,6B,San Bernardino,Salt Mining,2003,0.05358317485896959,5.4,68.7,4,2.25,0.0,0.0,1.0
7A330105053,Recycled Water Reuse GC,7,Riverside,Recycled Water Use Area,2004,0.053158708619035766,5.3,68.7,3,2.6666666666666665,0.0,0.0,1.0
2 417022002,Calera Creek Water Recycling Plant,2,San Mateo,Wastewater Treatment Facility,2013,0.05315073406465368,5.3,68.6,4,5.0,820000.0,0.5,1.0
5B090102001,Deer Creek WWTP,5S,El Dorado,Wastewater Treatment Facility,2017,0.05269422222800739,5.3,68.6,3,3.0,0.0,0.0,1.0
5A462031001,Joubert Pit Placer Company,5S,Sierra,Metal Mining,2006,0.05256458251356113,5.3,68.5,3,2.6666666666666665,0.0,0.0,1.0
3 435005001,Furtado Dairy,3,Santa Clara,Animal Feeding,2005,0.05239888594787763,5.2,68.4,6,1.3,0.0,0.0,1.0
9 000000157,Whispering Palms WPCF,9,San Diego,Wastewater Treatment Facility,2011,0.052390536639963244,5.2,68.4,4,2.5,0.0,0.0,1.0
5A281004001,Capell Valley Estates,5S,Napa,Mobile Home Park,2007,0.05202585016667038,5.2,68.3,3,2.6666666666666665,0.0,0.0,1.0
9 000000784,South Coast Water District CS,9,San Diego,Collection_System,2006,0.05177287200336988,5.2,68.2,4,2.5,0.0,0.0,1.0
1B77005OHUM,"Freshwater Tissue Company, Samoa Pulp Mill",1,Humboldt,Pulp and Paper,2004,0.05160911367842882,5.2,68.2,5,1.0,0.0,0.0,1.0
5A310309001,Western Regional Sanitary LF,5S,Placer,Land fill,2001,0.0515755380429482,5.2,68.1,3,1.3333333333333333,0.0,0.0,1.0
5C54NC00080,Oakbend South Dairy,5F,Tulare,Animal Feeding,2004,0.05151639400134207,5.2,68.1,3,2.6666666666666665,0.0,0.0,1.0
3 420108001,El Estero Water Resource Center NPDES,3,Santa Barbara,Wastewater Treatment Facility,2011,0.05146428686732297,5.1,68.0,3,1.0,0.0,0.0,1.0
2 482004001,Valero Benicia Refinery,2,Solano,Petroleum Refinery,2001,0.05145224654655668,5.1,67.9,3,1.0,0.0,0.0,1.0
6B369807003,Onsite Evaporation Ponds,6B,San Bernardino,Surface Impoundment,2017,0.051444849511602886,5.1,67.9,6,1.25,0.0,0.0,1.0
5D540113001,Visalia Water Reclamation Facility (WRF),5F,Tulare,Wastewater Treatment Facility,2015,0.051380550698924776,5.1,67.8,3,4.333333333333333,123000.0,0.3333333333333333,1.0
9 000000586,Forster Canyon Landfill,9,Orange,Land fill,2003,0.05137778891097919,5.1,67.7,3,2.6666666666666665,0.0,0.0,1.0
5D150803001,Tehachapi Correctional Inst WWTF,5F,Kern,Wastewater Treatment Facility,2002,0.05136438792028139,5.1,67.7,3,2.6666666666666665,0.0,0.0,1.0
3 271031001,PRUNETREE SHOPPING CENTER Onsite WW Treatment System,3,Monterey,Domestic Site NEC,2003,0.05124257947918012,5.1,67.6,4,2.5,0.0,0.0,1.0
5A450116001,Tucker Oaks East Subdivision,5R,Shasta,Water Treatment Plant,2008,0.05108228811640326,5.1,67.6,4,1.6666666666666667,0.0,0.0,1.0
5A32,Hwy 70 @ Caribou Curve Plu 70 MP 17.2-17.4,5R,Plumas,Dredge/Fill Site,2010,0.05107745033282815,5.1,67.5,4,3.5,0.0,0.5,1.0
5D101035001,Shady Lakes Comunidad Nuevo Lago,5F,Fresno,Mobile Home Park,2002,0.05106988554822215,5.1,67.4,3,2.6666666666666665,0.0,0.0,1.0
5C54NC00008,Bosman Dairy,5F,Tulare,Animal Feeding,2004,0.05106558778756095,5.1,67.4,3,2.6666666666666665,0.0,0.0,1.0
5B39NC00119,F&S Brasil Dairy #3,5S,San Joaquin,Animal Feeding,2016,0.05105988451346455,5.1,67.3,3,3.0,0.0,0.0,1.0
5D155080N01,Panama Ranch Dairy,5F,Kern,Animal Feeding,2003,0.05053345691195673,5.1,67.2,3,2.6666666666666665,0.0,0.0,1.0
9 000000111,"Oceanside Marine Centre, INC",9,San Diego,Boatyard/Shipyard,2016,0.05044930409837387,5.0,67.2,3,2.3333333333333335,0.0,0.0,1.0
9 000000474,Koehler Kraft,9,San Diego,Boatyard/Shipyard,2016,0.05044930409837387,5.0,67.2,3,2.3333333333333335,0.0,0.0,1.0
5A17NC00005,Tulip Hill Winery,5S,Lake,Winery,2005,0.0503148911111476,5.0,67.1,3,2.6666666666666665,0.0,0.0,1.0
7A331151011,Caliente Sands MHP,7,Riverside,Facility,2002,0.05000424453879671,5.0,67.0,5,2.2,0.0,0.0,1.0
5C54NC00078,Vida Boa Dairy #1,5F,Tulare,Animal Feeding,2004,0.049769128746830905,5.0,66.9,3,2.6666666666666665,0.0,0.0,1.0
3 271018001,Carmel Valley Ranch WWTP (Producer),3,Monterey,Wastewater Treatment Facility,2002,0.049043447242464136,4.9,66.9,5,1.8,0.0,0.0,1.0
3SSO10279,Laguna County Sanitation District CS (N. SBarb County),3,Santa Barbara,Collection_System,2016,0.04903183050428757,4.9,66.8,3,4.333333333333333,17391.0,0.3333333333333333,1.0
5A040107001,Butte College WWTP,5R,Butte,Wastewater Treatment Facility,2002,0.04889541818145,4.9,66.7,4,2.1666666666666665,0.0,0.0,1.0
5D160104001,Lemoore WWTF,5F,Kings,Wastewater Treatment Facility,2004,0.048885268278472824,4.9,66.6,3,2.6666666666666665,0.0,0.0,1.0
5C240102001,Dos Palos WWTF,5F,Merced,Wastewater Treatment Facility,2001,0.048885268278472824,4.9,66.6,3,2.6666666666666665,0.0,0.0,1.0
5A460300001,Loyalton Sanitary LF,5S,Sierra,Land fill,2001,0.048885268278472824,4.9,66.6,3,2.6666666666666665,0.0,0.0,1.0
7A331017011,Mission Lakes CC Cond 97-50085,7,Riverside,"Service/Commercial Site, NEC",2003,0.048800051215139875,4.9,66.5,5,2.375,0.0,0.0,1.0
5B55NC00012,Cascade MHP WWTF,5F,Tuolumne,Wastewater Treatment Facility,2016,0.04878115243462414,4.9,66.4,4,2.1666666666666665,0.0,0.0,1.0
5D100109001,Mendota WWTF,5F,Fresno,Wastewater Treatment Facility,2012,0.048674068280642725,4.9,66.4,6,1.8,0.0,0.0,1.0
5C54NC00111,"All Seasons Logistics, LLC",5F,Tulare,Animal Feeding,2004,0.04859332928249061,4.9,66.3,3,2.6666666666666665,0.0,0.0,1.0
5C221012001,Mariposa WWTP,5F,Mariposa,Wastewater Treatment Facility,2015,0.04844224629309967,4.8,66.3,3,4.333333333333333,87000.0,0.3333333333333333,1.0
7A361405012,Sky Harbor Care Cntr,7,San Bernardino,Facility,2003,0.04835016821347507,4.8,66.2,5,2.2,0.0,0.0,1.0
5A452033001,"Shasta-Sustainable Resource Management, Inc.",5R,Shasta,Power Plant,2003,0.04806153728594208,4.8,66.1,6,1.8333333333333333,0.0,0.0,1.0
3 420101001,Carpinteria SD WWTP,3,Santa Barbara,Wastewater Treatment Facility,2008,0.04779663631722934,4.8,66.1,3,1.0,0.0,0.0,1.0
5A250100001,Alturas Municipal WWTP,5R,Modoc,Wastewater Treatment Facility,2017,0.04730382056310485,4.7,66.0,3,4.333333333333333,15000.0,0.3333333333333333,1.0
5A452008002,Fawndale Rock & Asphalt,5R,Shasta,Sand and Gravel Mining,2002,0.04707912528923959,4.7,65.9,4,2.25,0.0,0.0,1.0
6B268070001,Mammoth Mountain Ski Area,6B,Mono,Outdoor Event Venue,2002,0.04701402634721802,4.7,65.9,5,1.2,0.0,0.0,1.0
8 360112002,Rialto Landfill,8,San Bernardino,Land fill,2002,0.04691106095533662,4.7,65.8,5,1.375,0.0,0.0,1.0
5D100110001,Orange Cove WWTF,5F,Fresno,Wastewater Treatment Facility,2014,0.04691022601371066,4.7,65.8,4,2.25,0.0,0.0,1.0
5A471001002,Dunsmuir Railyard,5R,Siskiyou,"Service/Commercial Site, NEC",2017,0.046636884992413925,4.7,65.7,5,1.4,0.0,0.0,1.0
9 000000351,San Luis Rey Water Reclamation Facility - Recycled Water and Pure Water,9,San Diego,Wastewater Treatment Facility,2010,0.04662933659656918,4.7,65.6,5,2.0,0.0,0.0,1.0
5C54NC00043,4K Dairy Farm Partnership,5F,Tulare,Animal Feeding,2004,0.04650489903270195,4.7,65.6,4,2.5,0.0,0.0,1.0
5D151024001,Five and Forty Six WWTF,5F,Kern,Domestic Site NEC,2005,0.046441310924915234,4.6,65.5,3,1.0,0.0,0.0,1.0
7B331016001,Rancho Ventana RV,7,Riverside,Facility,2004,0.04609641027148053,4.6,65.4,5,2.4,0.0,0.0,1.0
3 279906001,Salinas Municipal SW,3,Monterey,MS4,2014,0.045885727948365235,4.6,65.4,3,2.6666666666666665,0.0,0.0,1.0
7A331276001,Rainbow Spa 97-50012,7,Riverside,Facility,2003,0.045763990081797844,4.6,65.3,4,2.0,0.0,0.0,1.0
8 332125001,Thousand Trails RV Park - Idyllwild,8,Riverside,Wastewater Treatment Facility,2004,0.0453039399597314,4.5,65.3,4,1.0,0.0,0.0,1.0
5D153225010,"Semitropic, Community - CM",5F,Kern,Oil/Gas Extraction,2000,0.045147704754681495,4.5,65.1,3,2.6666666666666665,0.0,0.0,1.0
5D153225017,"Semitropic, CD Walter Mitchell",5F,Kern,Oil/Gas Extraction,2000,0.045147704754681495,4.5,65.1,3,2.6666666666666665,0.0,0.0,1.0
5D153225011,"Semitropic, Hardesty - Vica",5F,Kern,Oil/Gas Extraction,2000,0.045147704754681495,4.5,65.1,3,2.6666666666666665,0.0,0.0,1.0
