wdid,facility_name,region,county,theme,theme_count,avg_severity_rank,total_assessment,theme_rank_within_facility
03UT024,"USA Station No. 825, LOP Case",9,,Reporting / SMR failure,1,2.0,0.0,1
03UT024,"USA Station No. 825, LOP Case",9,,Permit conditions,1,2.0,0.0,2
03UT024,"USA Station No. 825, LOP Case",9,,Effluent exceedance,1,2.0,0.0,3
03UT024,"USA Station No. 825, LOP Case",9,,Spill / overflow,1,2.0,0.0,4
1A1SI001NUG,Chevron 9-3476,1,Siskiyou,Groundwater / soil contamination,2,5.0,0.0,1
1A1SI001NUG,Chevron 9-3476,1,Siskiyou,Monitoring deficiency,2,5.0,0.0,2
1A1SI001NUG,Chevron 9-3476,1,Siskiyou,O&M / operations,2,5.0,0.0,3
1A298080TRI,THP 2-98-080 TRI,1,,Reporting / SMR failure,1,2.0,0.0,1
1B00023RSON,Mathy Winery North,1,,Reporting / SMR failure,1,2.0,0.0,1
1B00023RSON,Mathy Winery North,1,,Financial / ACL,1,7.0,25000.0,2
1B00023RSON,Mathy Winery North,1,,Spill / overflow,1,7.0,25000.0,3
1B00024ONTH,Wilson Vineyard,1,Sonoma,Spill / overflow,1,3.0,0.0,1
1B00186NHUM,Bell Property,1,Humboldt,Reporting / SMR failure,1,2.0,0.0,1
1B03178RSON,Former Mani Site,1,Sonoma,Permit conditions,1,5.0,0.0,1
1B03178RSON,Former Mani Site,1,Sonoma,Spill / overflow,1,5.0,0.0,2
1B04165CNSO,Soberg Property (Rios Property),1,,Spill / overflow,1,5.0,0.0,1
1B04165CNSO,Soberg Property (Rios Property),1,,Permit conditions,1,5.0,0.0,2
1B1HU079NUG,Lorenzo's Gas and Grocery,1,Humboldt,Groundwater / soil contamination,1,5.0,0.0,1
1B1HU317NUG,Flying J Gasoline,1,Humboldt,Groundwater / soil contamination,1,5.0,0.0,1
1B1HU317NUG,Flying J Gasoline,1,Humboldt,Spill / overflow,1,5.0,0.0,2
1B80124OSON,Graton Commerce Center,1,Sonoma,Spill / overflow,1,5.0,0.0,1
1B80124OSON,Graton Commerce Center,1,Sonoma,Monitoring deficiency,1,5.0,0.0,2
1B80124OSON,Graton Commerce Center,1,Sonoma,O&M / operations,1,5.0,0.0,3
1B83011OMEN,"Remco Hydraulics, Inc.",1,Mendocino,Spill / overflow,1,5.0,0.0,1
1B94001CNSO,Gleason Dairy,1,Sonoma,Groundwater / soil contamination,1,5.0,0.0,1
1B94001CNSO,Gleason Dairy,1,Sonoma,Spill / overflow,1,5.0,0.0,2
1B94010CNSO,Rancho Laguna,1,Sonoma,Groundwater / soil contamination,1,5.0,0.0,1
1B94010CNSO,Rancho Laguna,1,Sonoma,Spill / overflow,1,5.0,0.0,2
1B99044CNME,Redwood Oil Company Bulk Plant,1,Mendocino,Spill / overflow,1,5.0,0.0,1
1BHU0234NAT,Lewis Logging,1,Humboldt,Reporting / SMR failure,1,2.0,0.0,1
1BHU0234NAT,Lewis Logging,1,Humboldt,Spill / overflow,1,2.0,0.0,2
2 011538M08,"LIVERMORE, CITY OF - MS4 Storm Water",2,,Permit conditions,1,2.0,0.0,1
2 019329N01,Sunol Regional Wilderness,2,Alameda,O&M / operations,1,7.0,37800.0,1
2 019329N01,Sunol Regional Wilderness,2,Alameda,Financial / ACL,1,7.0,37800.0,2
2 07-0126,Erickson Inc,2,,Groundwater / soil contamination,1,2.0,0.0,1
2 07-0126,Erickson Inc,2,,Reporting / SMR failure,1,2.0,0.0,2
2 07-0804,Sugar City Building Materials,2,,Groundwater / soil contamination,1,2.0,0.0,1
2 071030001,Pittsburg Generating Station,2,Contra Costa,Permit conditions,2,5.0,0.0,1
2 071030001,Pittsburg Generating Station,2,Contra Costa,Reporting / SMR failure,2,5.0,0.0,2
2 071035002,West Contra Costa Sanitary Landfill,2,Contra Costa,O&M / operations,1,5.0,0.0,1
2 071057N02,Naval Fuel Depot Point Molate,2,Contra Costa,Financial / ACL,1,3.0,0.0,1
2 071057N02,Naval Fuel Depot Point Molate,2,Contra Costa,Groundwater / soil contamination,1,5.0,0.0,2
2 096017N01,Applied Materials,2,NA,Financial / ACL,1,7.0,0.0,1
2 21-0301,Elena Iacono Revocable Trust,2,,Reporting / SMR failure,1,2.0,0.0,1
2 21-0301,Elena Iacono Revocable Trust,2,,Monitoring deficiency,1,2.0,0.0,2
2 21-0301,Elena Iacono Revocable Trust,2,,Permit conditions,1,2.0,0.0,3
2 21-0353,Former Exxon/Chevron Station,2,,Reporting / SMR failure,3,2.0,0.0,1
2 21-0353,Former Exxon/Chevron Station,2,,Permit conditions,2,2.0,0.0,2
2 21-0353,Former Exxon/Chevron Station,2,,Monitoring deficiency,1,2.0,0.0,3
2 21S302560,Bayview Business Park,2,,Reporting / SMR failure,2,2.5,0.0,1
2 283083006,Hennessey Water Treatment Plant,2,Napa,Spill / overflow,1,1.0,0.0,1
2 283083006,Hennessey Water Treatment Plant,2,Napa,Effluent exceedance,1,1.0,0.0,2
2 283083006,Hennessey Water Treatment Plant,2,Napa,Financial / ACL,1,7.0,6000.0,3
2 283083006,Hennessey Water Treatment Plant,2,Napa,Monitoring deficiency,1,1.0,0.0,4
2 386012N01,"U.S. Army, Presidio of SF",2,,Groundwater / soil contamination,1,5.0,0.0,1
2 386013001,Treasure Island WWTP/DOD,2,San Francisco,O&M / operations,1,1.0,0.0,1
2 386013001,Treasure Island WWTP/DOD,2,San Francisco,Reporting / SMR failure,1,3.0,0.0,2
2 386013001,Treasure Island WWTP/DOD,2,San Francisco,Permit conditions,1,3.0,0.0,3
2 386013001,Treasure Island WWTP/DOD,2,San Francisco,Effluent exceedance,1,1.0,0.0,4
2 386013001,Treasure Island WWTP/DOD,2,San Francisco,Spill / overflow,1,1.0,0.0,5
2 411538M03,Brisbane - Storm Water,2,,Permit conditions,1,2.0,0.0,1
2 417169N01,"Westn Pac, Skyridge, Alphi",2,,Financial / ACL,1,7.0,68000.0,1
2 431538M03,Los Altos - Storm Water Permit,2,,Permit conditions,1,2.0,0.0,1
2 431538M11,"Santa Clara, City -Storm Water",2,,Reporting / SMR failure,1,2.0,0.0,1
2 431538M11,"Santa Clara, City -Storm Water",2,,Permit conditions,1,2.0,0.0,2
2 438154N01,Lombardo Diamond Core Dril,2,,Groundwater / soil contamination,1,5.0,0.0,1
2 438154N01,Lombardo Diamond Core Dril,2,,O&M / operations,1,5.0,0.0,2
2 438154N01,Lombardo Diamond Core Dril,2,,Permit conditions,1,5.0,0.0,3
2 438284N01,Camsi IV,2,,Monitoring deficiency,1,5.0,0.0,1
2 438284N01,Camsi IV,2,,Permit conditions,1,5.0,0.0,2
2 438661001,SCVWD Penitencia Water Treatment Plant,2,Santa Clara,Financial / ACL,2,7.0,9000.0,1
2 438661001,SCVWD Penitencia Water Treatment Plant,2,Santa Clara,Spill / overflow,1,1.0,0.0,2
2 438661001,SCVWD Penitencia Water Treatment Plant,2,Santa Clara,Permit conditions,1,1.0,0.0,3
2 438661001,SCVWD Penitencia Water Treatment Plant,2,Santa Clara,Monitoring deficiency,1,1.0,0.0,4
2 438676001,Mayfair Court Apartments,2,Santa Clara,Financial / ACL,1,7.0,3000.0,1
2 482035001,SOLANO GARBAGE COMPANY LANDFILL (aka Solano Class III Disposal),2,Solano,Permit conditions,1,5.0,0.0,1
2 482063002,"SUISUN, CITY OF-MS4 Storm Water",2,,Permit conditions,1,2.0,0.0,1
2 482063099,"FAIRFIELD, CITY OF- MS4 Storm Water",2,,Reporting / SMR failure,1,2.0,0.0,1
2 482087003,Fleming Hill WTP,2,Napa,Financial / ACL,1,7.0,3000.0,1
2 49-0303,Keith Property,2,,Permit conditions,2,2.0,0.0,1
2 49-0303,Keith Property,2,,Reporting / SMR failure,2,2.0,0.0,2
2 49-0303,Keith Property,2,,Groundwater / soil contamination,1,2.0,0.0,3
2 49S0022,Petaluma Plaza South,2,,Reporting / SMR failure,2,2.0,0.0,1
2 49S0022,Petaluma Plaza South,2,,Spill / overflow,2,1.5,0.0,2
2 49S0022,Petaluma Plaza South,2,,Permit conditions,2,2.0,0.0,3
2 49S0022,Petaluma Plaza South,2,,Monitoring deficiency,1,2.0,0.0,4
2 D-49-0007,Montini Dairy,2,Sonoma,Spill / overflow,1,5.0,0.0,1
2SSO10105,Central Contra Costa Sd CS,2,Contra Costa,Permit conditions,1,2.0,0.0,1
2SSO10105,Central Contra Costa Sd CS,2,Contra Costa,Spill / overflow,1,2.0,0.0,2
2SSO10105,Central Contra Costa Sd CS,2,Contra Costa,Reporting / SMR failure,1,2.0,0.0,3
2SSO10139,Half Moon Bay CS,2,San Mateo,Spill / overflow,1,7.0,26800.0,1
2SSO10142,Town Of Hillsborough CS,2,San Mateo,Financial / ACL,1,7.0,405000.0,1
2SSO10155,Millbrae City CS,2,San Mateo,Spill / overflow,1,2.0,0.0,1
2SSO10155,Millbrae City CS,2,San Mateo,Reporting / SMR failure,1,2.0,0.0,2
2SSO10155,Millbrae City CS,2,San Mateo,Permit conditions,1,2.0,0.0,3
2SSO11507,Port of San Francisco CS,2,San Francisco,Reporting / SMR failure,1,3.0,0.0,1
2SSO11507,Port of San Francisco CS,2,San Francisco,Permit conditions,1,3.0,0.0,2
2_417216001,"Burlingame Point, LLC",2,,Financial / ACL,1,7.0,3000.0,1
3 270000N88,ARCO,3,,Reporting / SMR failure,1,7.0,900.0,1
3 270000N88,ARCO,3,,Monitoring deficiency,1,7.0,900.0,2
3 270000N88,ARCO,3,,Spill / overflow,1,7.0,900.0,3
3 270000N88,ARCO,3,,Groundwater / soil contamination,1,7.0,900.0,4
3 270300007,Johnson Canyon Solid Waste Site,3,Monterey,Permit conditions,1,2.0,0.0,1
3 270300007,Johnson Canyon Solid Waste Site,3,Monterey,Spill / overflow,1,2.0,0.0,2
3 270303016,WHITE OAKS PLAZA Onsite WW Treatment System,3,Monterey,Reporting / SMR failure,1,2.0,0.0,1
3 270303016,WHITE OAKS PLAZA Onsite WW Treatment System,3,Monterey,Monitoring deficiency,1,2.0,0.0,2
3 270307105,"Cal Water Stations 64, 67, 68, 69, 40-01",3,Monterey,Monitoring deficiency,2,3.0,0.0,1
3 270307105,"Cal Water Stations 64, 67, 68, 69, 40-01",3,Monterey,Reporting / SMR failure,2,3.0,0.0,2
3 270307105,"Cal Water Stations 64, 67, 68, 69, 40-01",3,Monterey,Effluent exceedance,1,7.0,6000.0,3
3 270307105,"Cal Water Stations 64, 67, 68, 69, 40-01",3,Monterey,Spill / overflow,1,3.0,0.0,4
3 270307105,"Cal Water Stations 64, 67, 68, 69, 40-01",3,Monterey,Financial / ACL,1,7.0,6000.0,5
3 270402169,King City Landfill,3,Monterey,Spill / overflow,1,3.0,0.0,1
3 270402169,King City Landfill,3,Monterey,Permit conditions,1,3.0,0.0,2
3 271026001,Las Palmas Ranch Reclamation Facility,3,Monterey,Reporting / SMR failure,5,2.4,0.0,1
3 271026001,Las Palmas Ranch Reclamation Facility,3,Monterey,Monitoring deficiency,3,1.67,0.0,2
3 271026001,Las Palmas Ranch Reclamation Facility,3,Monterey,O&M / operations,1,1.0,0.0,3
3 271026001,Las Palmas Ranch Reclamation Facility,3,Monterey,Spill / overflow,1,3.0,0.0,4
3 272009001,Uni-Kool Partners Vegetable Packing Facility - Salinas,3,Monterey,Reporting / SMR failure,2,2.0,0.0,1
3 272009001,Uni-Kool Partners Vegetable Packing Facility - Salinas,3,Monterey,Monitoring deficiency,2,1.5,0.0,2
3 272009001,Uni-Kool Partners Vegetable Packing Facility - Salinas,3,Monterey,Effluent exceedance,1,7.0,120000.0,3
3 272009001,Uni-Kool Partners Vegetable Packing Facility - Salinas,3,Monterey,Financial / ACL,1,7.0,120000.0,4
3 272009001,Uni-Kool Partners Vegetable Packing Facility - Salinas,3,Monterey,Permit conditions,1,1.0,0.0,5
3 272009001,Uni-Kool Partners Vegetable Packing Facility - Salinas,3,Monterey,Spill / overflow,1,1.0,0.0,6
3 272030001,Capurro & SON Vegetable Packg,3,Monterey,Reporting / SMR failure,4,2.0,0.0,1
3 272030001,Capurro & SON Vegetable Packg,3,Monterey,Monitoring deficiency,1,2.0,0.0,2
3 272075001,Chateau Julien Winery,3,Monterey,Spill / overflow,2,3.0,0.0,1
3 272075001,Chateau Julien Winery,3,Monterey,Effluent exceedance,2,3.0,0.0,2
3 272075001,Chateau Julien Winery,3,Monterey,Monitoring deficiency,1,3.0,0.0,3
3 272075001,Chateau Julien Winery,3,Monterey,Reporting / SMR failure,1,3.0,0.0,4
3 272075001,Chateau Julien Winery,3,Monterey,Groundwater / soil contamination,1,3.0,0.0,5
3 272080002,Dune Co of Salinas,3,Monterey,Spill / overflow,1,5.0,0.0,1
3 279804002,Santa Lucia Preserve Golf Course - Reclaimed Water Use,3,Monterey,Effluent exceedance,1,3.0,0.0,1
3 27MS03011,Sand City Municipal SW,3,Monterey,Reporting / SMR failure,1,3.0,0.0,1
3 352017001,"Renewable Resources, LLC",3,San Benito,Reporting / SMR failure,3,3.67,25000.0,1
3 352017001,"Renewable Resources, LLC",3,San Benito,Monitoring deficiency,1,2.0,0.0,2
3 352017001,"Renewable Resources, LLC",3,San Benito,Financial / ACL,1,7.0,25000.0,3
3 400000N55,Former Guadalupe Oil Field,3,,Spill / overflow,3,5.0,0.0,1
3 400001N01,Higuera Street Bridge Project,3,,Spill / overflow,2,5.0,12150.0,1
3 400001N01,Higuera Street Bridge Project,3,,Reporting / SMR failure,1,7.0,12150.0,2
3 400001N01,Higuera Street Bridge Project,3,,Monitoring deficiency,1,2.0,0.0,3
3 400001N01,Higuera Street Bridge Project,3,,O&M / operations,1,2.0,0.0,4
3 400001N01,Higuera Street Bridge Project,3,,Financial / ACL,1,7.0,12150.0,5
3 400030909,Peachy Canyon Winery,3,San Luis Obispo,Reporting / SMR failure,1,2.0,0.0,1
3 400107018,1492 Valley View Dr Onsite WW Treatment System,3,San Luis Obispo,Reporting / SMR failure,1,2.0,0.0,1
3 400109001,San Miguel CSD Machado WWTP,3,San Luis Obispo,Reporting / SMR failure,3,2.0,0.0,1
3 400109001,San Miguel CSD Machado WWTP,3,San Luis Obispo,Monitoring deficiency,1,2.0,0.0,2
3 400112001,Lopez Rec Area,3,San Luis Obispo,Effluent exceedance,1,1.0,0.0,1
3 400112001,Lopez Rec Area,3,San Luis Obispo,Spill / overflow,1,1.0,0.0,2
3 400113003,Oak Shores Development CSA-7A,3,San Luis Obispo,Permit conditions,1,5.0,0.0,1
3 400203010,Nipomo Water Supply System,3,San Luis Obispo,Reporting / SMR failure,1,3.0,0.0,1
3 400401147,"Turley Wine Cellars, Inc.",3,San Luis Obispo,Reporting / SMR failure,1,2.0,0.0,1
3 400405301,Linne Calodo,3,San Luis Obispo,Spill / overflow,1,1.0,0.0,1
3 400405301,Linne Calodo,3,San Luis Obispo,Monitoring deficiency,1,1.0,0.0,2
3 400405301,Linne Calodo,3,San Luis Obispo,Reporting / SMR failure,1,1.0,0.0,3
3 401015001,Northshore Ski & Boat Club,3,San Luis Obispo,Reporting / SMR failure,1,2.0,0.0,1
3 401021001,San Miguelito Wild Cherry Canyon,3,San Luis Obispo,Spill / overflow,3,3.67,10000.0,1
3 401021001,San Miguelito Wild Cherry Canyon,3,San Luis Obispo,Reporting / SMR failure,1,2.0,0.0,2
3 401021001,San Miguelito Wild Cherry Canyon,3,San Luis Obispo,Monitoring deficiency,1,2.0,0.0,3
3 401021001,San Miguelito Wild Cherry Canyon,3,San Luis Obispo,Permit conditions,1,7.0,10000.0,4
3 401021001,San Miguelito Wild Cherry Canyon,3,San Luis Obispo,O&M / operations,1,3.0,0.0,5
3 401021001,San Miguelito Wild Cherry Canyon,3,San Luis Obispo,Financial / ACL,1,7.0,10000.0,6
3 401036001,Santa Ynez Apartments,3,San Luis Obispo,Reporting / SMR failure,3,3.0,0.0,1
3 401036001,Santa Ynez Apartments,3,San Luis Obispo,Monitoring deficiency,2,2.0,0.0,2
3 401036001,Santa Ynez Apartments,3,San Luis Obispo,Effluent exceedance,1,5.0,0.0,3
3 401040001,Los Osos Condominiums Trct1089,3,San Luis Obispo,Reporting / SMR failure,1,5.0,0.0,1
3 401054001,San Luis Obispo Golf & Country Club,3,San Luis Obispo,Reporting / SMR failure,2,2.5,0.0,1
3 401054001,San Luis Obispo Golf & Country Club,3,San Luis Obispo,Permit conditions,1,3.0,0.0,2
3 402017001,Edna Valley Vineyard Winery,3,San Luis Obispo,Spill / overflow,2,2.0,0.0,1
3 402017001,Edna Valley Vineyard Winery,3,San Luis Obispo,Permit conditions,1,3.0,0.0,2
3 402017001,Edna Valley Vineyard Winery,3,San Luis Obispo,Reporting / SMR failure,1,3.0,0.0,3
3 409912001,Trinchero Central Coast Winery,3,San Luis Obispo,Reporting / SMR failure,3,2.0,0.0,1
3 40MS03019,Paso Robles Municipal SW,3,San Luis Obispo,Reporting / SMR failure,2,3.0,0.0,1
3 420000N40,Hampton Radiator,3,,Permit conditions,1,5.0,0.0,1
3 420000N40,Hampton Radiator,3,,Groundwater / soil contamination,1,5.0,0.0,2
3 420001N73,Carpinteria Burn Dump,3,,Permit conditions,1,5.0,0.0,1
3 420001N73,Carpinteria Burn Dump,3,,Groundwater / soil contamination,1,5.0,0.0,2
3 420001N73,Carpinteria Burn Dump,3,,Spill / overflow,1,5.0,0.0,3
3 420001N79,Rosemary Farms,3,,Reporting / SMR failure,2,4.0,15000.0,1
3 420001N79,Rosemary Farms,3,,Permit conditions,1,1.0,0.0,2
3 420001N79,Rosemary Farms,3,,Spill / overflow,1,7.0,15000.0,3
3 420103001,Guadalupe WWTP,3,Santa Barbara,Spill / overflow,11,1.91,0.0,1
3 420103001,Guadalupe WWTP,3,Santa Barbara,Reporting / SMR failure,6,2.0,0.0,2
3 420103001,Guadalupe WWTP,3,Santa Barbara,Effluent exceedance,4,1.5,0.0,3
3 420103001,Guadalupe WWTP,3,Santa Barbara,Permit conditions,3,3.67,0.0,4
3 420103001,Guadalupe WWTP,3,Santa Barbara,O&M / operations,2,3.0,0.0,5
3 420103001,Guadalupe WWTP,3,Santa Barbara,Monitoring deficiency,2,2.0,0.0,6
3 420103001,Guadalupe WWTP,3,Santa Barbara,Financial / ACL,1,1.0,0.0,7
3 420205291,Sisquoc Water Supply System,3,Santa Barbara,Reporting / SMR failure,1,3.0,0.0,1
3 420300001,Casmalia Class I Disposal Site,3,NA,Permit conditions,2,6.0,130000.0,1
3 420300001,Casmalia Class I Disposal Site,3,NA,Spill / overflow,1,5.0,0.0,2
3 420300001,Casmalia Class I Disposal Site,3,NA,O&M / operations,1,5.0,0.0,3
3 420303059,Goleta Water Supply Well Rehabilitation,3,Santa Barbara,Reporting / SMR failure,1,2.0,0.0,1
3 420705002,Santa Barbara Dredge,3,Santa Barbara,Permit conditions,2,5.0,0.0,1
3 422052001,Nutrien Santa Maria Facility (Former Crop Production Service),3,Santa Barbara,Reporting / SMR failure,1,3.0,0.0,1
3 422053001,J. R. Simplot Soil Builders,3,Santa Barbara,Reporting / SMR failure,2,2.5,0.0,1
3 422053001,J. R. Simplot Soil Builders,3,Santa Barbara,Permit conditions,1,2.0,0.0,2
3 430000N05,South Valley Cheese Company,3,Santa Clara,Permit conditions,4,6.5,75000.0,1
3 430000N05,South Valley Cheese Company,3,Santa Clara,Reporting / SMR failure,2,6.0,75000.0,2
3 430000N05,South Valley Cheese Company,3,Santa Clara,Spill / overflow,1,7.0,75000.0,3
3 430000N05,South Valley Cheese Company,3,Santa Clara,Groundwater / soil contamination,1,7.0,75000.0,4
3 430000N05,South Valley Cheese Company,3,Santa Clara,Financial / ACL,1,7.0,0.0,5
3 430000N47,Olivera Egg Ranch,3,,Reporting / SMR failure,2,3.0,0.0,1
3 430000N47,Olivera Egg Ranch,3,,Spill / overflow,2,3.0,0.0,2
3 431018001,Lion's Gate Reserve,3,Santa Clara,Spill / overflow,2,3.0,0.0,1
3 431018001,Lion's Gate Reserve,3,Santa Clara,Permit conditions,1,3.0,0.0,2
3 431018001,Lion's Gate Reserve,3,Santa Clara,Reporting / SMR failure,1,3.0,0.0,3
3 432017001,Olam Spices & Vegetable Ingredients - Gilroy,3,Santa Clara,Reporting / SMR failure,2,2.0,0.0,1
3 432017001,Olam Spices & Vegetable Ingredients - Gilroy,3,Santa Clara,Spill / overflow,2,2.5,0.0,2
3 440001N15,Santa Cruz Co SD,3,,Financial / ACL,1,7.0,30000.0,1
3 440001N15,Santa Cruz Co SD,3,,Spill / overflow,1,7.0,30000.0,2
3 440300002,Buena Vista Disposal Site,3,Santa Cruz,Spill / overflow,3,4.33,2400.0,1
3 440300002,Buena Vista Disposal Site,3,Santa Cruz,Permit conditions,2,5.0,0.0,2
3 440300002,Buena Vista Disposal Site,3,Santa Cruz,Reporting / SMR failure,2,5.0,2400.0,3
3 440306970,1-05-138 SCR Brooktree,3,Santa Cruz,O&M / operations,1,3.0,0.0,1
3 440805327,1-04-165 SCR Cowell South Unit,3,Santa Cruz,Reporting / SMR failure,1,3.0,0.0,1
3 440805327,1-04-165 SCR Cowell South Unit,3,Santa Cruz,Monitoring deficiency,1,3.0,0.0,2
3 441000001,Boulder Creek Golf & Cntry Club WWTP,3,Santa Cruz,Spill / overflow,13,1.38,0.0,1
3 441000001,Boulder Creek Golf & Cntry Club WWTP,3,Santa Cruz,Effluent exceedance,3,1.67,0.0,2
3 441000001,Boulder Creek Golf & Cntry Club WWTP,3,Santa Cruz,Reporting / SMR failure,2,2.5,0.0,3
3 441000001,Boulder Creek Golf & Cntry Club WWTP,3,Santa Cruz,Permit conditions,1,3.0,0.0,4
3 442006001,Quail Hollow Sand Quarry,3,Santa Cruz,Permit conditions,1,3.0,0.0,1
3 442006001,Quail Hollow Sand Quarry,3,Santa Cruz,Spill / overflow,1,3.0,0.0,2
3 442038001,Nutrien Watsonville-Thompson,3,Santa Cruz,Reporting / SMR failure,4,2.25,0.0,1
3 442038001,Nutrien Watsonville-Thompson,3,Santa Cruz,Monitoring deficiency,2,2.0,0.0,2
3 442038001,Nutrien Watsonville-Thompson,3,Santa Cruz,Groundwater / soil contamination,1,2.0,0.0,3
3 442038001,Nutrien Watsonville-Thompson,3,Santa Cruz,O&M / operations,1,2.0,0.0,4
3 442038001,Nutrien Watsonville-Thompson,3,Santa Cruz,Permit conditions,1,3.0,0.0,5
3SSO10228,Big Basin CS,3,Santa Cruz,Spill / overflow,1,1.0,0.0,1
3SSO10250,Guadalupe City CS,3,Santa Barbara,Effluent exceedance,1,3.0,0.0,1
3SSO10250,Guadalupe City CS,3,Santa Barbara,Spill / overflow,1,3.0,0.0,2
3SSO10337,South San Luis Obispo Sd CS,3,San Luis Obispo,Permit conditions,1,3.0,0.0,1
3SSO10337,South San Luis Obispo Sd CS,3,San Luis Obispo,Spill / overflow,1,3.0,0.0,2
3SSO10337,South San Luis Obispo Sd CS,3,San Luis Obispo,Reporting / SMR failure,1,3.0,0.0,3
4A190108001,Los Angeles City Fire Dept Camp 14,4,Los Angeles,Monitoring deficiency,1,3.0,0.0,1
4A190108001,Los Angeles City Fire Dept Camp 14,4,Los Angeles,Reporting / SMR failure,1,3.0,0.0,2
4A190108001,Los Angeles City Fire Dept Camp 14,4,Los Angeles,Groundwater / soil contamination,1,3.0,0.0,3
4A191289N01,Hacienda Vasquez Mobile Home,4,,Groundwater / soil contamination,1,5.0,0.0,1
4A197000067,Val Verde Regional Park (septic tank),4,Los Angeles,Reporting / SMR failure,1,3.0,0.0,1
4A560103003,Moorpark WRF - WRR,4,Ventura,Spill / overflow,2,2.5,0.0,1
4A560103003,Moorpark WRF - WRR,4,Ventura,Effluent exceedance,1,3.0,0.0,2
4A560103003,Moorpark WRF - WRR,4,Ventura,Permit conditions,1,3.0,0.0,3
4A560103003,Moorpark WRF - WRR,4,Ventura,Reporting / SMR failure,1,2.0,0.0,4
4A560105001,Oxnard WWTP,4,Ventura,Spill / overflow,8,2.88,17974.0,1
4A560105001,Oxnard WWTP,4,Ventura,Effluent exceedance,4,3.25,17974.0,2
4A560105001,Oxnard WWTP,4,Ventura,Reporting / SMR failure,3,2.33,0.0,3
4A560105001,Oxnard WWTP,4,Ventura,Permit conditions,2,4.5,17974.0,4
4A560105001,Oxnard WWTP,4,Ventura,Financial / ACL,1,7.0,17974.0,5
4A560108001,Santa Paula WWRP,4,Ventura,Effluent exceedance,8,4.5,395000.0,1
4A560108001,Santa Paula WWRP,4,Ventura,Reporting / SMR failure,7,3.0,83000.0,2
4A560108001,Santa Paula WWRP,4,Ventura,Spill / overflow,4,2.25,0.0,3
4A560108001,Santa Paula WWRP,4,Ventura,Financial / ACL,4,5.0,89000.0,4
4A560108001,Santa Paula WWRP,4,Ventura,Permit conditions,3,4.0,39000.0,5
4A560306001,Simi Valley Landfill and Recycling Center,4,Ventura,Spill / overflow,1,2.0,0.0,1
4A560306001,Simi Valley Landfill and Recycling Center,4,Ventura,Groundwater / soil contamination,1,2.0,0.0,2
4A560306001,Simi Valley Landfill and Recycling Center,4,Ventura,Monitoring deficiency,1,2.0,0.0,3
4A560313N01,Otto Hopkins Landfill,4,Ventura,Reporting / SMR failure,1,5.0,0.0,1
4A560703N13,Naval Air Weapons Station,4,,Groundwater / soil contamination,1,5.0,0.0,1
4A560703N13,Naval Air Weapons Station,4,,O&M / operations,1,5.0,0.0,2
4A560706001,Naval Base Ventura - Port Hueneme,4,Ventura,Reporting / SMR failure,1,2.0,0.0,1
4A560706001,Naval Base Ventura - Port Hueneme,4,Ventura,Monitoring deficiency,1,2.0,0.0,2
4A563000003,Triunfo Sanitation District,4,Ventura,Spill / overflow,3,2.33,0.0,1
4A563000003,Triunfo Sanitation District,4,Ventura,Reporting / SMR failure,1,2.0,0.0,2
4A565022002,"Stellar Biotechnologies, Inc",4,Ventura,Reporting / SMR failure,3,2.33,0.0,1
4A565022002,"Stellar Biotechnologies, Inc",4,Ventura,Monitoring deficiency,2,2.5,0.0,2
4A565022002,"Stellar Biotechnologies, Inc",4,Ventura,Effluent exceedance,2,7.0,9000.0,3
4A565022002,"Stellar Biotechnologies, Inc",4,Ventura,Financial / ACL,2,7.0,9000.0,4
4A565022002,"Stellar Biotechnologies, Inc",4,Ventura,Permit conditions,1,3.0,0.0,5
4A566000472,"Santa Paula Improvement,Reach2",4,Ventura,Reporting / SMR failure,2,3.0,0.0,1
4A566000472,"Santa Paula Improvement,Reach2",4,Ventura,Spill / overflow,1,3.0,0.0,2
4A566000472,"Santa Paula Improvement,Reach2",4,Ventura,Monitoring deficiency,1,3.0,0.0,3
4A566000472,"Santa Paula Improvement,Reach2",4,Ventura,Permit conditions,1,3.0,0.0,4
4A567000004,"JIB Holdings I, LLC dba Jack in the Box #3304",4,Los Angeles,Reporting / SMR failure,2,3.0,0.0,1
4A567000004,"JIB Holdings I, LLC dba Jack in the Box #3304",4,Los Angeles,Groundwater / soil contamination,1,3.0,0.0,2
4A567000004,"JIB Holdings I, LLC dba Jack in the Box #3304",4,Los Angeles,Monitoring deficiency,1,3.0,0.0,3
4A567000004,"JIB Holdings I, LLC dba Jack in the Box #3304",4,Los Angeles,Effluent exceedance,1,3.0,0.0,4
4A567000042,Olivelands Elementary School,4,Ventura,Monitoring deficiency,1,3.0,0.0,1
4A567000042,Olivelands Elementary School,4,Ventura,Reporting / SMR failure,1,3.0,0.0,2
4A567000052,"Ryan Taylor Properties, LLC",4,Ventura,Monitoring deficiency,2,3.0,0.0,1
4A567000052,"Ryan Taylor Properties, LLC",4,Ventura,Reporting / SMR failure,2,3.0,0.0,2
4A567000077,Ojai Retreat,4,Ventura,Reporting / SMR failure,1,3.0,0.0,1
4A567000077,Ojai Retreat,4,Ventura,Monitoring deficiency,1,3.0,0.0,2
4A567000089,Churchill Orchard,4,Ventura,Reporting / SMR failure,1,3.0,0.0,1
